spectral,regression,xgboost,18.358246231872666,0.6340641317630813,0.4014617506703737
spectral,regression,random_forests,19.936553343529635,0.5990399174806935,0.35000537327128245
spectral,binary,xgboost,0.7051858513189448,0.7142857142857143,0.7699237699237699
spectral,binary,random_forests,0.6969379941591282,0.6987951807228916,0.7193263833199679
isomap,regression,xgboost,18.734809857795018,0.6240594857293482,0.3891852495779564
isomap,regression,random_forests,20.455227685515485,0.5879194163008818,0.33348706779867243
isomap,binary,xgboost,0.7061726856138851,0.7164371772805508,0.776534418446931
isomap,binary,random_forests,0.6943796447990123,0.6953528399311532,0.7105478331970565
varenc,regression,xgboost,19.10362282262471,0.6143212074781318,0.37716008070441054
varenc,regression,random_forests,19.703968040095724,0.6024558973449612,0.35780069158855243
varenc,binary,xgboost,0.7222959256357289,0.7293459552495697,0.7734965790421319
varenc,binary,random_forests,0.6969706413087352,0.6983648881239243,0.71607938436614
None,regression,xgboost,18.521886510261123,0.629504839252539,0.39615242536871176
None,regression,random_forests,19.977864916647363,0.5965273367154752,0.3488932949783631
None,binary,xgboost,0.7212660564617613,0.7302065404475043,0.7822160472386246
None,binary,random_forests,0.709152479996201,0.7104130808950087,0.72675598863175
